tanggal,kecamatan,volume_ton,jenis_sampah,sumber_sampah
2024-03-09,GAMBIR,116.36,Organik,Komersial
2024-03-09,GROGOL PETAMBURAN,116.77,Organik,Komersial
2024-03-09,JAGAKARSA,106.63,Organik,Rumah Tangga
2024-03-09,JATINEGARA,93.66,B3,Industri Kecil
2024-03-09,JOHAR BARU,143.27,Organik,Taman Kota
2024-03-09,KALIDERES,88.62,Organik,Rumah Tangga
2024-03-09,KEBAYORAN BARU,225.89,Organik,Industri Kecil
2024-03-09,KEBAYORAN LAMA,122.0,Residu,Taman Kota
2024-03-09,KEBON JERUK,86.31,Organik,Komersial
2024-03-09,KELAPA GADING,93.19,Residu,Rumah Tangga
2024-03-09,KEMAYORAN,170.4,Residu,Rumah Tangga
2024-03-09,KEMBANGAN,44.71,Anorganik,Taman Kota
2024-03-09,KEPULAUAN SERIBU SELATAN,96.45,B3,Pasar
2024-03-09,KEPULAUAN SERIBU UTARA,68.24,Residu,Komersial
2024-03-09,KOJA,73.62,B3,Komersial
2024-03-09,KRAMATJATI,56.69,Organik,Industri Kecil
2024-03-09,MAKASAR,157.01,Residu,Taman Kota
2024-03-09,MAMPANG PRAPATAN,36.18,Residu,Industri Kecil
2024-03-09,MATRAMAN,70.4,B3,Rumah Tangga
2024-03-09,MENTENG,19.62,Residu,Rumah Tangga
2024-03-09,PADEMANGAN,204.35,Residu,Komersial
2024-03-09,PAL MERAH,111.46,B3,Taman Kota
2024-03-09,PANCORAN,99.93,Residu,Industri Kecil
2024-03-09,PASAR MINGGU,202.26,Residu,Komersial
2024-03-09,PASAR REBO,237.97,Residu,Rumah Tangga
2024-03-09,PENJARINGAN,108.29,B3,Rumah Tangga
2024-03-09,PESANGGRAHAN,95.88,B3,Pasar
2024-03-09,PULOGADUNG,100.02,Residu,Rumah Tangga
2024-03-09,SAWAH BESAR,158.04,B3,Komersial
2024-03-09,SENEN,47.67,B3,Pasar
2024-03-09,SETIABUDI,42.16,Residu,Industri Kecil
2024-03-09,TAMAN SARI,67.75,Organik,Rumah Tangga
2024-03-09,TAMBORA,214.14,Residu,Rumah Tangga
2024-03-09,TANAH ABANG,37.54,B3,Industri Kecil
2024-03-09,TANJUNG PRIOK,136.0,Residu,Pasar
2024-03-09,TEBET,143.0,Residu,Komersial
2024-03-10,CAKUNG,105.5,B3,Pasar
2024-03-10,CEMPAKA PUTIH,24.55,Organik,Industri Kecil
2024-03-10,CENGKARENG,106.58,Anorganik,Rumah Tangga
2024-03-10,CILANDAK,104.08,Anorganik,Industri Kecil
2024-03-10,CILINCING,84.44,B3,Komersial
2024-03-10,CIPAYUNG,89.41,Organik,Pasar
2024-03-10,CIRACAS,155.79,Anorganik,Rumah Tangga
2024-03-10,DUREN SAWIT,93.83,Residu,Industri Kecil
2024-03-10,GAMBIR,74.95,Anorganik,Komersial
2024-03-10,GROGOL PETAMBURAN,78.22,Residu,Industri Kecil
2024-03-10,JAGAKARSA,43.0,Anorganik,Pasar
2024-03-10,JATINEGARA,62.59,Residu,Industri Kecil
2024-03-10,JOHAR BARU,86.56,B3,Taman Kota
2024-03-10,KALIDERES,34.52,Anorganik,Komersial
2024-03-10,KEBAYORAN BARU,129.06,Organik,Rumah Tangga
2024-03-10,KEBAYORAN LAMA,84.06,Residu,Taman Kota
2024-03-10,KEBON JERUK,63.32,Anorganik,Pasar
2024-03-10,KELAPA GADING,66.08,Residu,Industri Kecil
2024-03-10,KEMAYORAN,139.99,Residu,Taman Kota
2024-03-10,KEMBANGAN,44.04,Residu,Pasar
2024-03-10,KEPULAUAN SERIBU SELATAN,58.61,Organik,Komersial
2024-03-10,KEPULAUAN SERIBU UTARA,74.69,Residu,Rumah Tangga
2024-03-10,KOJA,51.32,Residu,Taman Kota
2024-03-10,KRAMATJATI,29.58,Anorganik,Pasar
2024-03-10,MAKASAR,111.06,Residu,Komersial
2024-03-10,MAMPANG PRAPATAN,30.57,Anorganik,Taman Kota
2024-03-10,MATRAMAN,63.94,Anorganik,Pasar
2024-03-10,MENTENG,16.23,Residu,Taman Kota
2024-03-10,PADEMANGAN,151.8,Organik,Pasar
2024-03-10,PAL MERAH,66.61,B3,Komersial
2024-03-10,PANCORAN,47.5,Organik,Komersial
2024-03-10,PASAR MINGGU,114.51,Organik,Industri Kecil
2024-03-10,PASAR REBO,191.92,Organik,Rumah Tangga
2024-03-10,PENJARINGAN,78.89,Anorganik,Pasar
2024-03-10,PESANGGRAHAN,53.99,Residu,Taman Kota
2024-03-10,PULOGADUNG,71.24,Organik,Industri Kecil
2024-03-10,SAWAH BESAR,116.68,Organik,Rumah Tangga
2024-03-10,SENEN,36.82,Residu,Rumah Tangga
2024-03-10,SETIABUDI,33.05,Organik,Rumah Tangga
2024-03-10,TAMAN SARI,59.89,Residu,Pasar
2024-03-10,TAMBORA,114.06,Anorganik,Komersial
2024-03-10,TANAH ABANG,28.08,B3,Rumah Tangga
2024-03-10,TANJUNG PRIOK,94.78,Organik,Pasar
2024-03-10,TEBET,123.85,Organik,Pasar
2024-03-11,CAKUNG,161.83,Residu,Rumah Tangga
2024-03-11,CEMPAKA PUTIH,41.73,B3,Taman Kota
2024-03-11,CENGKARENG,277.2,Anorganik,Taman Kota
2024-03-11,CILANDAK,202.7,Residu,Rumah Tangga
2024-03-11,CILINCING,156.75,Anorganik,Industri Kecil
2024-03-11,CIPAYUNG,270.67,Residu,Pasar
2024-03-11,CIRACAS,226.96,Anorganik,Pasar
2024-03-11,DUREN SAWIT,202.04,B3,Komersial
2024-03-11,GAMBIR,122.37,B3,Rumah Tangga
2024-03-11,GROGOL PETAMBURAN,170.26,B3,Industri Kecil
2024-03-11,JAGAKARSA,165.38,B3,Industri Kecil
2024-03-11,JATINEGARA,148.39,Residu,Pasar
2024-03-11,JOHAR BARU,212.15,Residu,Industri Kecil
2024-03-11,KALIDERES,116.0,Anorganik,Industri Kecil
2024-03-11,KEBAYORAN BARU,309.81,Anorganik,Rumah Tangga
2024-03-11,KEBAYORAN LAMA,403.15,Organik,Komersial
2024-03-11,KEBON JERUK,154.83,Anorganik,Komersial
2024-03-11,KELAPA GADING,137.8,Residu,Taman Kota
2024-03-11,KEMAYORAN,237.1,B3,Komersial
2024-03-11,KEMBANGAN,76.52,Organik,Pasar
2024-03-11,KEPULAUAN SERIBU SELATAN,209.34,Anorganik,Taman Kota
2024-03-11,KEPULAUAN SERIBU UTARA,109.34,B3,Komersial
2024-03-11,KOJA,122.86,Residu,Industri Kecil
2024-03-11,KRAMATJATI,70.95,Organik,Industri Kecil
2024-03-11,MAKASAR,268.41,Anorganik,Pasar
2024-03-11,MAMPANG PRAPATAN,60.85,Residu,Rumah Tangga
2024-03-11,MATRAMAN,106.36,Residu,Pasar
2024-03-11,MENTENG,43.11,B3,Taman Kota
2024-03-11,PADEMANGAN,190.07,Organik,Rumah Tangga
2024-03-11,PAL MERAH,143.23,Organik,Taman Kota
2024-03-11,PANCORAN,224.32,B3,Taman Kota
2024-03-11,PASAR MINGGU,554.95,Organik,Taman Kota
2024-03-11,PASAR REBO,191.14,Organik,Pasar
2024-03-11,PENJARINGAN,176.12,Residu,Komersial
2024-03-11,PESANGGRAHAN,114.38,B3,Rumah Tangga
2024-03-11,PULOGADUNG,166.51,Organik,Komersial
2024-03-11,SAWAH BESAR,254.69,B3,Komersial
2024-03-11,SENEN,85.36,B3,Taman Kota
2024-03-11,SETIABUDI,62.45,Residu,Industri Kecil
2024-03-11,TAMAN SARI,89.75,B3,Rumah Tangga
2024-03-11,TAMBORA,267.87,Anorganik,Rumah Tangga
2024-03-11,TANAH ABANG,63.63,Organik,Pasar
2024-03-11,TANJUNG PRIOK,247.51,B3,Pasar
2024-03-11,TEBET,250.12,Anorganik,Rumah Tangga
2024-03-12,CAKUNG,143.49,Anorganik,Rumah Tangga
2024-03-12,CEMPAKA PUTIH,36.42,Anorganik,Taman Kota
2024-03-12,CENGKARENG,133.53,Anorganik,Taman Kota
2024-03-12,CILANDAK,233.84,Organik,Industri Kecil
2024-03-12,CILINCING,161.61,B3,Rumah Tangga
2024-03-12,CIPAYUNG,389.64,Organik,Pasar
2024-03-12,CIRACAS,193.46,Anorganik,Rumah Tangga
2024-03-12,DUREN SAWIT,126.44,Anorganik,Pasar
2024-03-12,GAMBIR,131.3,Organik,Komersial
2024-03-12,GROGOL PETAMBURAN,135.85,Residu,Komersial
2024-03-12,JAGAKARSA,80.47,Organik,Pasar
2024-03-12,JATINEGARA,57.72,Anorganik,Pasar
2024-03-12,JOHAR BARU,139.12,Anorganik,Industri Kecil
2024-03-12,KALIDERES,87.23,Anorganik,Industri Kecil
2024-03-12,KEBAYORAN BARU,163.99,Anorganik,Rumah Tangga
2024-03-12,KEBAYORAN LAMA,141.01,B3,Komersial
2024-03-12,KEBON JERUK,96.81,Organik,Industri Kecil
2024-03-12,KELAPA GADING,125.59,B3,Industri Kecil
2024-03-12,KEMAYORAN,224.04,B3,Industri Kecil
2024-03-12,KEMBANGAN,42.32,Anorganik,Industri Kecil
2024-03-12,KEPULAUAN SERIBU SELATAN,99.5,Anorganik,Taman Kota
2024-03-12,KEPULAUAN SERIBU UTARA,91.87,Anorganik,Industri Kecil
2024-03-12,KOJA,109.43,B3,Pasar
2024-03-12,KRAMATJATI,61.69,Residu,Komersial
2024-03-12,MAKASAR,232.95,B3,Taman Kota
2024-03-12,MAMPANG PRAPATAN,47.45,B3,Komersial
2024-03-12,MATRAMAN,85.71,Anorganik,Industri Kecil
2024-03-12,MENTENG,19.54,Organik,Komersial
2024-03-12,PADEMANGAN,198.24,B3,Pasar
2024-03-12,PAL MERAH,76.08,Residu,Komersial
2024-03-12,PANCORAN,107.35,Organik,Rumah Tangga
2024-03-12,PASAR MINGGU,233.03,Residu,Taman Kota
2024-03-12,PASAR REBO,185.97,Anorganik,Pasar
2024-03-12,PENJARINGAN,92.1,Organik,Rumah Tangga
2024-03-12,PESANGGRAHAN,101.07,B3,Rumah Tangga
2024-03-12,PULOGADUNG,71.12,Residu,Taman Kota
2024-03-12,SAWAH BESAR,167.92,Anorganik,Taman Kota
2024-03-12,SENEN,49.46,Residu,Komersial
2024-03-12,SETIABUDI,57.95,Residu,Industri Kecil
2024-03-12,TAMAN SARI,88.01,B3,Rumah Tangga
2024-03-12,TAMBORA,164.59,Residu,Taman Kota
2024-03-12,TANAH ABANG,69.36,Anorganik,Industri Kecil
2024-03-12,TANJUNG PRIOK,119.22,Anorganik,Industri Kecil
2024-03-12,TEBET,214.67,B3,Rumah Tangga
2024-03-13,CAKUNG,188.17,Residu,Taman Kota
2024-03-13,CEMPAKA PUTIH,29.37,Anorganik,Komersial
2024-03-13,CENGKARENG,166.64,Residu,Rumah Tangga
2024-03-13,CILANDAK,167.75,Anorganik,Taman Kota
2024-03-13,CILINCING,183.78,B3,Rumah Tangga
2024-03-13,CIPAYUNG,224.84,Residu,Komersial
2024-03-13,CIRACAS,253.68,Anorganik,Industri Kecil
2024-03-13,DUREN SAWIT,131.31,Anorganik,Pasar
2024-03-13,GAMBIR,85.45,Organik,Rumah Tangga
2024-03-13,GROGOL PETAMBURAN,332.9,B3,Komersial
2024-03-13,JAGAKARSA,89.67,B3,Komersial
2024-03-13,JATINEGARA,116.56,B3,Rumah Tangga
2024-03-13,JOHAR BARU,173.76,Residu,Taman Kota
2024-03-13,KALIDERES,90.78,Organik,Taman Kota
2024-03-13,KEBAYORAN BARU,249.33,Organik,Taman Kota
2024-03-13,KEBAYORAN LAMA,151.27,B3,Rumah Tangga
2024-03-13,KEBON JERUK,76.39,B3,Rumah Tangga
2024-03-13,KELAPA GADING,150.8,Organik,Pasar
2024-03-13,KEMAYORAN,183.05,Residu,Industri Kecil
2024-03-13,KEMBANGAN,57.11,Organik,Taman Kota
2024-03-13,KEPULAUAN SERIBU SELATAN,129.32,Organik,Industri Kecil
2024-03-13,KEPULAUAN SERIBU UTARA,87.55,Residu,Taman Kota
2024-03-13,KOJA,78.15,Residu,Industri Kecil
2024-03-13,KRAMATJATI,61.67,Organik,Taman Kota
2024-03-13,MAKASAR,150.43,Organik,Taman Kota
2024-03-13,MAMPANG PRAPATAN,52.87,Anorganik,Pasar
2024-03-13,MATRAMAN,90.27,Residu,Pasar
2024-03-13,MENTENG,34.23,Residu,Industri Kecil
2024-03-13,PADEMANGAN,236.11,B3,Industri Kecil
2024-03-13,PAL MERAH,89.94,Anorganik,Pasar
2024-03-13,PANCORAN,117.85,Residu,Komersial
2024-03-13,PASAR MINGGU,206.66,B3,Rumah Tangga
2024-03-13,PASAR REBO,139.07,Organik,Pasar
2024-03-13,PENJARINGAN,104.11,Anorganik,Rumah Tangga
2024-03-13,PESANGGRAHAN,101.72,B3,Industri Kecil
2024-03-13,PULOGADUNG,124.46,B3,Komersial
2024-03-13,SAWAH BESAR,200.41,B3,Taman Kota
2024-03-13,SENEN,77.68,Anorganik,Taman Kota
2024-03-13,SETIABUDI,61.88,Anorganik,Industri Kecil
2024-03-13,TAMAN SARI,115.15,Anorganik,Rumah Tangga
2024-03-13,TAMBORA,200.25,Residu,Taman Kota
2024-03-13,TANAH ABANG,51.68,Organik,Pasar
2024-03-13,TANJUNG PRIOK,116.88,Anorganik,Industri Kecil
2024-03-13,TEBET,207.71,Anorganik,Taman Kota
2024-03-14,CAKUNG,174.88,B3,Rumah Tangga
2024-03-14,CEMPAKA PUTIH,33.53,Anorganik,Rumah Tangga
2024-03-14,CENGKARENG,209.52,Organik,Industri Kecil
2024-03-14,CILANDAK,196.15,B3,Rumah Tangga
2024-03-14,CILINCING,277.44,B3,Rumah Tangga
2024-03-14,CIPAYUNG,221.25,Organik,Komersial
2024-03-14,CIRACAS,225.58,Organik,Taman Kota
2024-03-14,DUREN SAWIT,155.43,B3,Komersial
2024-03-14,GAMBIR,124.62,Organik,Rumah Tangga
2024-03-14,GROGOL PETAMBURAN,109.79,Residu,Pasar
2024-03-14,JAGAKARSA,84.0,Organik,Rumah Tangga
2024-03-14,JATINEGARA,105.28,Organik,Rumah Tangga
2024-03-14,JOHAR BARU,162.33,Residu,Pasar
2024-03-14,KALIDERES,64.38,Organik,Komersial
2024-03-14,KEBAYORAN BARU,239.02,B3,Komersial
2024-03-14,KEBAYORAN LAMA,163.1,Residu,Komersial
2024-03-14,KEBON JERUK,68.04,B3,Pasar
2024-03-14,KELAPA GADING,163.21,Organik,Komersial
2024-03-14,KEMAYORAN,180.59,Organik,Pasar
2024-03-14,KEMBANGAN,72.6,Residu,Rumah Tangga
2024-03-14,KEPULAUAN SERIBU SELATAN,140.73,Organik,Rumah Tangga
2024-03-14,KEPULAUAN SERIBU UTARA,110.3,Anorganik,Taman Kota
2024-03-14,KOJA,84.43,B3,Rumah Tangga
2024-03-14,KRAMATJATI,101.3,Organik,Industri Kecil
2024-03-14,MAKASAR,160.31,B3,Rumah Tangga
2024-03-14,MAMPANG PRAPATAN,51.22,Anorganik,Rumah Tangga
2024-03-14,MATRAMAN,132.95,Organik,Taman Kota
2024-03-14,MENTENG,26.04,Anorganik,Rumah Tangga
2024-03-14,PADEMANGAN,172.22,B3,Rumah Tangga
2024-03-14,PAL MERAH,102.28,B3,Pasar
2024-03-14,PANCORAN,85.12,Residu,Rumah Tangga
2024-03-14,PASAR MINGGU,154.5,Anorganik,Rumah Tangga
2024-03-14,PASAR REBO,163.56,Anorganik,Pasar
2024-03-14,PENJARINGAN,123.62,Anorganik,Rumah Tangga
2024-03-14,PESANGGRAHAN,99.09,Organik,Pasar
2024-03-14,PULOGADUNG,191.85,B3,Rumah Tangga
2024-03-14,SAWAH BESAR,199.26,B3,Industri Kecil
2024-03-14,SENEN,61.57,B3,Pasar
2024-03-14,SETIABUDI,47.53,Residu,Taman Kota
2024-03-14,TAMAN SARI,82.95,B3,Industri Kecil
2024-03-14,TAMBORA,207.08,Anorganik,Komersial
2024-03-14,TANAH ABANG,65.09,Organik,Rumah Tangga
2024-03-14,TANJUNG PRIOK,117.07,B3,Rumah Tangga
2024-03-14,TEBET,145.12,B3,Industri Kecil
2024-03-15,CAKUNG,161.19,Residu,Pasar
2024-03-15,CEMPAKA PUTIH,25.78,Residu,Komersial
2024-03-15,CENGKARENG,152.88,B3,Rumah Tangga
2024-03-15,CILANDAK,163.29,Residu,Komersial
2024-03-15,CILINCING,146.52,Residu,Rumah Tangga
2024-03-15,CIPAYUNG,223.58,B3,Komersial
2024-03-15,CIRACAS,136.24,Anorganik,Taman Kota
2024-03-15,DUREN SAWIT,124.71,B3,Taman Kota
2024-03-15,GAMBIR,104.43,Organik,Rumah Tangga
2024-03-15,GROGOL PETAMBURAN,175.47,Anorganik,Pasar
2024-03-15,JAGAKARSA,71.67,Anorganik,Industri Kecil
2024-03-15,JATINEGARA,92.72,Organik,Pasar
2024-03-15,JOHAR BARU,136.69,Anorganik,Rumah Tangga
2024-03-15,KALIDERES,52.27,Anorganik,Taman Kota
2024-03-15,KEBAYORAN BARU,159.8,Anorganik,Pasar
2024-03-15,KEBAYORAN LAMA,140.56,B3,Komersial
2024-03-15,KEBON JERUK,95.03,Anorganik,Pasar
2024-03-15,KELAPA GADING,161.05,B3,Rumah Tangga
2024-03-15,KEMAYORAN,210.51,Anorganik,Rumah Tangga
2024-03-15,KEMBANGAN,60.0,B3,Industri Kecil
2024-03-15,KEPULAUAN SERIBU SELATAN,120.61,Anorganik,Komersial
2024-03-15,KEPULAUAN SERIBU UTARA,71.03,Residu,Pasar
2024-03-15,KOJA,146.3,Organik,Komersial
2024-03-15,KRAMATJATI,33.69,B3,Komersial
2024-03-15,MAKASAR,180.25,Anorganik,Komersial
2024-03-15,MAMPANG PRAPATAN,36.21,Organik,Rumah Tangga
2024-03-15,MATRAMAN,114.23,Organik,Industri Kecil
2024-03-15,MENTENG,25.42,Organik,Rumah Tangga
2024-03-15,PADEMANGAN,186.2,Residu,Pasar
2024-03-15,PAL MERAH,99.98,B3,Komersial
2024-03-15,PANCORAN,87.32,Organik,Taman Kota
2024-03-15,PASAR MINGGU,212.02,Anorganik,Rumah Tangga
2024-03-15,PASAR REBO,185.19,Organik,Komersial
2024-03-15,PENJARINGAN,109.47,Organik,Komersial
2024-03-15,PESANGGRAHAN,74.87,Residu,Pasar
2024-03-15,PULOGADUNG,93.2,Organik,Rumah Tangga
2024-03-15,SAWAH BESAR,113.25,Anorganik,Komersial
2024-03-15,SENEN,68.25,Organik,Pasar
2024-03-15,SETIABUDI,55.05,Organik,Industri Kecil
2024-03-15,TAMAN SARI,73.37,Residu,Komersial
2024-03-15,TAMBORA,190.97,B3,Komersial
2024-03-15,TANAH ABANG,45.01,Organik,Komersial
2024-03-15,TANJUNG PRIOK,147.83,Residu,Taman Kota
2024-03-15,TEBET,160.71,Residu,Pasar
2024-03-16,CAKUNG,193.34,Anorganik,Rumah Tangga
2024-03-16,CEMPAKA PUTIH,31.79,Anorganik,Komersial
2024-03-16,CENGKARENG,138.69,B3,Komersial
2024-03-16,CILANDAK,174.44,Anorganik,Industri Kecil
2024-03-16,CILINCING,172.46,B3,Industri Kecil
2024-03-16,CIPAYUNG,440.42,Residu,Rumah Tangga
2024-03-16,CIRACAS,263.36,B3,Pasar
2024-03-16,DUREN SAWIT,139.86,Anorganik,Rumah Tangga
2024-03-16,GAMBIR,99.11,B3,Industri Kecil
2024-03-16,GROGOL PETAMBURAN,127.65,Anorganik,Rumah Tangga
2024-03-16,JAGAKARSA,116.58,Anorganik,Industri Kecil
2024-03-16,JATINEGARA,71.92,Organik,Pasar
2024-03-16,JOHAR BARU,127.24,Anorganik,Industri Kecil
2024-03-16,KALIDERES,55.54,Organik,Industri Kecil
2024-03-16,KEBAYORAN BARU,199.47,B3,Rumah Tangga
2024-03-16,KEBAYORAN LAMA,149.86,Residu,Pasar
2024-03-16,KEBON JERUK,94.69,Residu,Industri Kecil
2024-03-16,KELAPA GADING,164.53,Residu,Taman Kota
2024-03-16,KEMAYORAN,188.41,Organik,Industri Kecil
2024-03-16,KEMBANGAN,59.51,B3,Taman Kota
2024-03-16,KEPULAUAN SERIBU SELATAN,106.87,Anorganik,Industri Kecil
2024-03-16,KEPULAUAN SERIBU UTARA,117.31,B3,Pasar
2024-03-16,KOJA,64.56,Residu,Rumah Tangga
2024-03-16,KRAMATJATI,61.22,Organik,Rumah Tangga
2024-03-16,MAKASAR,237.59,Residu,Taman Kota
2024-03-16,MAMPANG PRAPATAN,48.09,B3,Pasar
2024-03-16,MATRAMAN,103.39,B3,Komersial
2024-03-16,MENTENG,32.77,Residu,Komersial
2024-03-16,PADEMANGAN,330.72,Organik,Komersial
2024-03-16,PAL MERAH,103.64,Organik,Pasar
2024-03-16,PANCORAN,113.79,Anorganik,Pasar
2024-03-16,PASAR MINGGU,228.96,Anorganik,Taman Kota
2024-03-16,PASAR REBO,185.18,Organik,Rumah Tangga
2024-03-16,PENJARINGAN,94.54,Organik,Pasar
2024-03-16,PESANGGRAHAN,99.29,Residu,Komersial
2024-03-16,PULOGADUNG,115.64,Organik,Industri Kecil
2024-03-16,SAWAH BESAR,128.88,Anorganik,Industri Kecil
2024-03-16,SENEN,51.97,Anorganik,Pasar
2024-03-16,SETIABUDI,48.15,Residu,Industri Kecil
2024-03-16,TAMAN SARI,108.19,Anorganik,Komersial
2024-03-16,TAMBORA,298.95,Organik,Pasar
2024-03-16,TANAH ABANG,52.49,Organik,Rumah Tangga
2024-03-16,TANJUNG PRIOK,148.05,Anorganik,Industri Kecil
2024-03-16,TEBET,157.55,Residu,Komersial
2024-03-17,CAKUNG,106.37,B3,Rumah Tangga
2024-03-17,CEMPAKA PUTIH,22.64,Organik,Pasar
2024-03-17,CENGKARENG,95.58,Residu,Industri Kecil
2024-03-17,CILANDAK,113.47,B3,Rumah Tangga
2024-03-17,CILINCING,121.98,Anorganik,Industri Kecil
2024-03-17,CIPAYUNG,131.72,Anorganik,Pasar
2024-03-17,CIRACAS,167.98,Anorganik,Taman Kota
2024-03-17,DUREN SAWIT,114.39,B3,Taman Kota
2024-03-17,GAMBIR,88.47,Organik,Rumah Tangga
2024-03-17,GROGOL PETAMBURAN,98.44,B3,Komersial
2024-03-17,JAGAKARSA,56.51,Anorganik,Pasar
2024-03-17,JATINEGARA,61.79,Organik,Taman Kota
2024-03-17,JOHAR BARU,82.51,B3,Rumah Tangga
2024-03-17,KALIDERES,41.53,Anorganik,Industri Kecil
2024-03-17,KEBAYORAN BARU,172.26,Anorganik,Taman Kota
2024-03-17,KEBAYORAN LAMA,96.01,Residu,Rumah Tangga
2024-03-17,KEBON JERUK,78.84,Residu,Taman Kota
2024-03-17,KELAPA GADING,107.75,Residu,Taman Kota
2024-03-17,KEMAYORAN,129.32,Anorganik,Pasar
2024-03-17,KEMBANGAN,44.41,Organik,Pasar
2024-03-17,KEPULAUAN SERIBU SELATAN,85.35,Residu,Pasar
2024-03-17,KEPULAUAN SERIBU UTARA,91.89,B3,Taman Kota
2024-03-17,KOJA,68.47,Organik,Taman Kota
2024-03-17,KRAMATJATI,32.07,Residu,Industri Kecil
2024-03-17,MAKASAR,137.24,Anorganik,Taman Kota
2024-03-17,MAMPANG PRAPATAN,37.4,B3,Pasar
2024-03-17,MATRAMAN,66.75,Organik,Pasar
2024-03-17,MENTENG,18.87,Organik,Komersial
2024-03-17,PADEMANGAN,98.58,Organik,Industri Kecil
2024-03-17,PAL MERAH,86.17,Anorganik,Taman Kota
2024-03-17,PANCORAN,85.84,Residu,Pasar
2024-03-17,PASAR MINGGU,157.16,Organik,Komersial
2024-03-17,PASAR REBO,124.09,Residu,Komersial
2024-03-17,PENJARINGAN,98.48,Residu,Industri Kecil
2024-03-17,PESANGGRAHAN,66.67,Anorganik,Komersial
2024-03-17,PULOGADUNG,74.43,B3,Taman Kota
2024-03-17,SAWAH BESAR,92.33,Anorganik,Pasar
2024-03-17,SENEN,61.99,Anorganik,Pasar
2024-03-17,SETIABUDI,41.9,B3,Komersial
2024-03-17,TAMAN SARI,60.33,Organik,Pasar
2024-03-17,TAMBORA,117.47,Organik,Pasar
2024-03-17,TANAH ABANG,52.31,Organik,Komersial
2024-03-17,TANJUNG PRIOK,107.69,Organik,Taman Kota
2024-03-17,TEBET,139.4,B3,Pasar
2024-03-18,CAKUNG,331.52,Organik,Industri Kecil
2024-03-18,CEMPAKA PUTIH,49.92,Anorganik,Taman Kota
2024-03-18,CENGKARENG,239.93,B3,Taman Kota
2024-03-18,CILANDAK,257.59,Anorganik,Pasar
2024-03-18,CILINCING,234.87,Residu,Pasar
2024-03-18,CIPAYUNG,317.92,Residu,Komersial
2024-03-18,CIRACAS,264.18,Organik,Industri Kecil
2024-03-18,DUREN SAWIT,188.07,Organik,Taman Kota
2024-03-18,GAMBIR,121.67,Anorganik,Industri Kecil
2024-03-18,GROGOL PETAMBURAN,199.53,Residu,Taman Kota
2024-03-18,JAGAKARSA,110.12,B3,Komersial
2024-03-18,JATINEGARA,95.16,Residu,Rumah Tangga
2024-03-18,JOHAR BARU,190.56,Anorganik,Komersial
2024-03-18,KALIDERES,88.01,Anorganik,Taman Kota
2024-03-18,KEBAYORAN BARU,232.84,Residu,Komersial
2024-03-18,KEBAYORAN LAMA,262.47,Organik,Rumah Tangga
2024-03-18,KEBON JERUK,271.49,Anorganik,Komersial
2024-03-18,KELAPA GADING,237.12,Organik,Komersial
2024-03-18,KEMAYORAN,290.65,Organik,Pasar
2024-03-18,KEMBANGAN,164.88,Anorganik,Rumah Tangga
2024-03-18,KEPULAUAN SERIBU SELATAN,146.42,Residu,Taman Kota
2024-03-18,KEPULAUAN SERIBU UTARA,283.48,Residu,Industri Kecil
2024-03-18,KOJA,128.07,Residu,Rumah Tangga
2024-03-18,KRAMATJATI,54.55,Anorganik,Taman Kota
2024-03-18,MAKASAR,328.23,Organik,Industri Kecil
2024-03-18,MAMPANG PRAPATAN,49.51,Residu,Industri Kecil
2024-03-18,MATRAMAN,107.04,B3,Taman Kota
2024-03-18,MENTENG,36.71,Organik,Pasar
2024-03-18,PADEMANGAN,233.62,Organik,Industri Kecil
2024-03-18,PAL MERAH,117.38,Organik,Pasar
2024-03-18,PANCORAN,113.18,B3,Komersial
2024-03-18,PASAR MINGGU,313.38,Organik,Pasar
2024-03-18,PASAR REBO,170.06,B3,Pasar
2024-03-18,PENJARINGAN,164.59,Anorganik,Industri Kecil
2024-03-18,PESANGGRAHAN,119.81,B3,Rumah Tangga
2024-03-18,PULOGADUNG,106.1,B3,Rumah Tangga
2024-03-18,SAWAH BESAR,166.8,Organik,Taman Kota
2024-03-18,SENEN,86.9,Residu,Industri Kecil
2024-03-18,SETIABUDI,83.11,B3,Taman Kota
2024-03-18,TAMAN SARI,150.07,Residu,Rumah Tangga
2024-03-18,TAMBORA,264.56,Organik,Komersial
2024-03-18,TANAH ABANG,130.11,B3,Rumah Tangga
2024-03-18,TANJUNG PRIOK,241.07,Anorganik,Komersial
2024-03-18,TEBET,200.12,Anorganik,Taman Kota
2024-03-19,CAKUNG,228.61,Residu,Taman Kota
2024-03-19,CEMPAKA PUTIH,23.0,Anorganik,Rumah Tangga
2024-03-19,CENGKARENG,118.33,Anorganik,Rumah Tangga
2024-03-19,CILANDAK,236.84,B3,Pasar
2024-03-19,CILINCING,129.54,Residu,Pasar
2024-03-19,CIPAYUNG,405.61,B3,Komersial
2024-03-19,CIRACAS,232.31,Residu,Komersial
2024-03-19,DUREN SAWIT,106.27,Organik,Komersial
2024-03-19,GAMBIR,99.22,Residu,Industri Kecil
2024-03-19,GROGOL PETAMBURAN,116.29,Organik,Komersial
2024-03-19,JAGAKARSA,129.35,B3,Komersial
2024-03-19,JATINEGARA,65.87,Organik,Industri Kecil
2024-03-19,JOHAR BARU,104.3,Organik,Rumah Tangga
2024-03-19,KALIDERES,56.97,B3,Pasar
